# X,Y,Z,MAG,FLUX
71.055212539807229177,1.654345437478864644,-7.103571525848536794,4.610000000000000320,0.014321878992735432
27.289597540261844699,0.999273061092722847,15.193479504047420647,2.060000000000000053,0.149968483550237314
7.116461775936324230,0.285152767326530721,11.923753362881356566,2.270000000000000018,0.123594743344451044
-63.336550023205866466,-3.365515847838281616,20.532880428238396320,5.250000000000000000,0.007943282347242814
-481.741126286306268867,-27.854348572756151725,-130.956567265595538174,2.830000000000000071,0.073790423012910070
62.436557905952277281,3.983791927222256835,23.027159685504251740,4.799999999999999822,0.012022644346174132
329.607471587650763922,20.823778424408242671,-45.126444983382675957,5.120000000000000107,0.008953647655495937
32.550712604599496558,2.082141471413843092,-11.188227648673086279,4.440000000000000391,0.016749428760264366
75.739692929434283997,6.436037042626591820,-11.799834975733668685,3.560000000000000053,0.037670379898390893
3.156504335705140551,0.277152982297327266,-6.756578823843544690,4.230000000000000426,0.020323570109362209
19.847379428680103075,1.986571326730773190,-4.316038929528686729,6.389999999999999680,0.002779713267759288
1.432909937188163063,0.161686861668695780,-6.374891290848585967,2.799999999999999822,0.075857757502918399
20.991464311818972988,2.417967073590755689,-19.231182800049147374,2.390000000000000124,0.110662378397766617
59.032115761342417670,7.260869946009489873,19.202579940377919598,5.059999999999999609,0.009462371613657929
50.739950307825921527,6.328988280596113292,-42.776696863454496622,5.429999999999999716,0.006729766562843182
74.785801148496133806,10.406214115902249873,99.618244585776508870,5.599999999999999645,0.005754399373371573
100.603501320461560908,16.283700652485315175,100.109639298272696806,5.129999999999999893,0.008871560120379608
27.730968738557695730,4.709635892492748610,15.792258511942579347,4.370000000000000107,0.017864875748520508
30.207418464677804337,5.235148467690485141,18.319806066187304339,3.270000000000000018,0.049203953568145088
101.858004821392199801,17.926710792697278407,40.611068765866207286,5.360000000000000320,0.007177942912713615
33.925280946360793166,6.059559402665084527,52.140263257448772549,2.229999999999999982,0.128233058265602134
15.311092918402538388,2.947758922614639676,-5.062224018173241191,2.040000000000000036,0.152756605823807234
43.849566652990525029,8.561224616513023022,-8.368789631117039107,4.759999999999999787,0.012473835142429432
62.928873645286557803,12.960370707861185835,17.788482152640725076,5.379999999999999893,0.007046930689671467
24.115150146018276445,5.053110264382315364,11.107916096668997596,4.059999999999999609,0.023768402866248772
2.957189633366690273,0.643420082073346555,4.808752220850330161,3.439999999999999947,0.042072662838444422
50.998428535597746247,10.999078988012620073,6.947204531900888824,4.429999999999999716,0.016904409316432650
127.068627320178137552,29.731543620887485702,-58.118521404033209876,5.459999999999999964,0.006546361740672747
-324.392283299871849067,-76.396692680294478350,6.656049437871438101,4.769999999999999574,0.012359474334445108
45.347576230385016061,10.843749900328015556,61.181452920326805156,6.269999999999999574,0.003104559588128356
83.445464381994611358,20.419618397995026982,142.820416734902835287,4.830000000000000071,0.011694993910198712
29.639471984667594029,7.487326698058006436,54.513224444960627579,2.470000000000000195,0.102801629812647330
105.730086139574041226,26.373721879331018414,-21.708401403503401639,5.309999999999999609,0.007516228940182060
98.799387935696856289,25.186708905904509948,44.158687144961518811,4.419999999999999929,0.017060823890031235
959.941367373270054486,256.445012777804606685,112.909373512247739768,6.110000000000000320,0.003597493351557424
35.311501614623040268,9.949448681092448510,5.084135830761759678,4.280000000000000249,0.019408858775927774
22.939012349210202046,7.077783958907293282,-4.311691581535074036,3.450000000000000178,0.041686938347033527
15.827641170828822936,4.970069934451452731,11.886013111112418983,2.060000000000000053,0.149968483550237314
59.224432461658253146,19.087124250111656920,23.928909960541961510,4.660000000000000142,0.013677288255958488
35.795182323121437662,11.571878531702081361,21.798066839607422196,4.509999999999999787,0.015703628043335530
123.239903478855595154,41.085069232165828623,59.431528181737171224,4.650000000000000355,0.013803842646028845
-164.890267621778974672,-60.081698397413255464,-283.394601699488021040,4.980000000000000426,0.010185913880541164
25.223868959244583721,9.473493209229205902,27.446298511273752752,4.879999999999999893,0.011168632477805612
26.663232791122663201,10.493968249965476502,71.387032511575426952,4.740000000000000213,0.012705741052085412
22.537519293857030789,8.653975870992439923,-3.471732035132731653,3.600000000000000089,0.036307805477010138
12.487608043493823473,4.907463881790943283,23.461386010221882970,2.680000000000000160,0.084722741414059638
128.709283630962858069,50.453574174301245137,-36.007227407129924757,4.900000000000000355,0.010964781961431845
41.992095200045035597,17.415881181091734220,48.762644184261525027,5.269999999999999574,0.007798301105232593
51.014753891710547862,21.179264301026972106,5.945872696406129698,4.839999999999999858,0.011587773561551261
59.235492880709394115,24.986524830179106971,17.642970399984072571,3.620000000000000107,0.035645113342624428
22.342648263535107134,9.706939815966430629,40.916440267040357526,4.709999999999999964,0.013061708881318418
11.034473822754305772,4.958896262247820097,10.667493468331738171,4.089999999999999858,0.023120647901755952
28.639930753572141242,13.050962288626410057,35.735143009600058406,3.569999999999999840,0.037325015779572063
72.059980031024934988,33.353635278669983677,77.721125210404849781,4.980000000000000426,0.010185913880541164
21.939237738834311386,10.397775428192790770,2.332404597029148263,4.440000000000000391,0.016749428760264366
22.793143272467613514,11.075130843820421234,30.948571801506798096,4.070000000000000284,0.023550492838960088
-152.493266577346815893,-72.852660154244318846,106.949958190830642479,5.250000000000000000,0.007943282347242814
99.927806558599769460,48.051736377320146687,-7.151441802690845506,4.990000000000000213,0.010092528860766845
31.202443972935945737,15.375496382933352635,12.717850194787246210,6.269999999999999574,0.003104559588128356
3.142255635026009131,1.533740411524340264,-0.998504066127026690,3.500000000000000000,0.039810717055349734
38.464797156355729157,19.050877528340112832,6.919726393619917815,4.259999999999999787,0.019769696401118610
